en,cn,count,r18
cowboy western,西部牛仔,1503,0
cracked skin,龟裂的皮肤,1503,0
dolphin,海豚,1503,0
drone,无人机,1502,0
fewer digits,更少的数字,1502,0
mixed media,混合媒体,1501,0
voyakiloid,弱音ハク,1501,0
grey socks,灰色袜子,1500,0
by Carl Gustav Carus,卡尔·古斯塔夫·卡鲁斯,1500,0
futanari masturbation,futanari 手淫,1499,1
after kiss,接吻后,1498,0
crescent facial mark,新月面部标记,1498,1
tickling,挑逗挠痒,1498,0
black lagoon,黑礁湖,1497,0
pain,疼痛,1497,0
sonia (pokemon),索尼娅 (口袋妖怪),1497,0
hilda valentine goneril,希尔达情人节 goril,1496,0
missile,导弹,1496,0
artificial vagina,人造阴道,1495,1
mizuno ami,美津浓 ami,1495,0
yume nikki,梦nikki,1495,0
briefcase,公文包,1494,0
kannagi,神奈木,1494,0
purple sky,紫色天空,1494,0
thick arms,粗壮的手臂,1494,0
yayoi (kancolle),弥生 (kancolle),1494,0
yellow vest,黄色背心,1494,0
mask pull,拉面罩,1493,0
rosalina,罗莎莉娜,1493,0
spider,蜘蛛,1493,0
brown sailor collar,棕色水手领,1492,0
circle name,圈子名称,1492,0
hanamura yousuke,花村洋介,1492,0
on person,对人,1492,0
plectrum,拨片,1491,0
pocky kiss,百奇吻,1490,0
brushing hair,梳头,1489,0
hina (blue archive),hina (蓝色档案),1489,0
kirino ranmaru,桐野兰丸,1489,0
pussy juice puddle,淫水泛滥,1488,1
roller skates,旱冰鞋,1488,0
shin megami tensei,shin megami 紧张,1488,0
signum,希格诺,1488,0
tanabata,七夕,1488,0
torpedo tubes,鱼雷发射管,1488,0
aqua bowtie,水色领结,1487,0
gorget,保护喉咙的装甲项圈,1487,0
hands on own thighs,双手放在自己的大腿上,1487,0
mimikaki,清洁耳朵用的棉签,1487,0
agawa ryou,阿川凉,1486,0
eastern dragon,东方龙,1486,0
tube,管子/管状物,1486,0
hisona (suaritesumi),hisona (suaritesumi),1485,0
holding syringe,手持注射器,1485,0
makoto nanaya,七谷诚,1485,0
milkpanda,牛奶熊猫,1485,0
pripara,pripara,1485,0
shinsengumi,新选组,1485,0
shirayuki (kancolle),白雪 (kancolle),1485,0
confession,表白,1484,0
miyo (ranthath),miyo (ranthath),1484,0
sitting in tree,坐在树上,1484,0
frilled capelet,褶边披肩,1483,0
holly,冬青树,1483,0
green gemstone,绿色宝石,1482,0
kuromorimine school uniform,黑森峰校服,1482,0
pokemon go,宠物小精灵去,1482,0
gotland (kancolle),哥特兰 (kancolle),1481,0
light areolae,浅色乳晕,1481,1
rubble,瓦砾,1480,0
by Simeon Solomon,西蒙·所罗门,1480,0
leg belt,腿带,1479,0
yuuji (and),雄二 (和),1479,0
dark souls i,黑暗之魂 i,1478,0
hanasaki tsubomi,花崎 tsubomi,1478,0
holding hammer,拿着锤子,1478,0
hooves,蹄子,1478,0
pole dancing,钢管舞,1478,0
yellow-framed eyewear,黄框眼镜,1478,0
avatar (series),头像（系列）,1477,0
implied futanari,隐含的 futanari,1477,0
andou (girls und panzer),安藤（少女与装甲）,1476,0
asashio kai ni (kancolle),asashio kai ni (kancolle),1476,0
fellatio gesture,口交手势,1476,1
love live! superstar!!,爱生活！超级巨星！！,1476,0
mattaku mousuke,mattaku musuke,1476,0
skull print,骷髅印花,1476,0
white horns,白角,1476,0
bird on hand,手头上的鸟,1475,0
free!,免费！,1475,0
kuroshio (kancolle),黑潮 (kancolle),1474,0
yuureidoushi (yuurei6214),yuureidoushi (yuurei6214),1474,0
noel vermillion,诺埃尔朱红,1473,0
pokemon xy (anime),宠物小精灵 xy (动漫),1473,0
thighhighs pull,拉大腿,1473,0
sticker,贴纸,1472,0
asui tsuyu,asui tsuyu,1471,0
character print,字符打印,1471,0
patch,修补,1471,0
blue apron,蓝色围裙,1470,0
breast curtain,胸帘,1470,1
by Tyler Shields,泰勒·希尔兹,1470,0
by Max Ernst,恩斯特,1470,0
by Annibale Carracci,卡拉齐,1470,0
barcode tattoo,条码纹身,1469,0
fine fabric emphasis,精细面料强调,1469,0
my little pony,我的小马驹,1469,0
holding drink,拿着饮料,1468,0
rotom,罗托姆,1468,0
tales of graces,恩典的故事,1468,0
wooden sword,木剑,1468,0
breasts on head,头上的胸部,1467,1
deer ears,鹿耳,1467,0
dress tug,拖船,1467,0
frilled ribbon,褶边丝带,1467,0
yasogami school uniform,yasogami 校服,1467,0
x x,xx,1466,0
chiyoda momo,千代田桃子,1465,0
matou kariya,间桐刈谷,1465,0
overskirt,超短裙,1465,0
beam rifle,光束步枪,1464,0
impossible dress,不可能的衣服,1464,0
breast smother,胸部窒息,1463,1
kizuna ai inc.,kizuna ai inc.,1463,0
kill me baby,杀了我宝贝,1461,0
nail art,美甲,1461,0
producer (idolmaster cinderella girls anime),制作人（偶像大师灰姑娘女孩动漫）,1461,0
seiken densetsu 3,精研密苏 3,1461,0
phosphophyllite,磷叶石,1460,0
scarlet devil mansion,赤魔府,1460,0
super robot,超级机器人,1460,0
alice gear aegis,爱丽丝齿轮宙斯盾,1459,0
purple sailor collar,紫色水手领,1459,0
dragon ball (classic),龙珠（经典）,1458,0
gundam tekketsu no orphans,高达 tekketsu no orphans 1458,1458,0
oda nobunaga (koha-ace),织田信长 (koha-ace),1458,0
wa (genryusui),wa (genryusui),1458,0
cabinet,储藏柜,1457,0
coral,珊瑚,1457,0
cousins,表亲,1457,0
eye focus,眼睛焦点,1457,0
high-waist pants,高腰裤,1457,0
the legend of luo xiaohei,洛小黑传奇,1457,0
matsuno karamatsu,松野唐松,1456,0
helm,头盔/舵柄,1455,0
shiomi syuko,潮见秀子,1455,0
m-da s-tarou,m-da s-太郎,1454,0
through clothes,穿过衣服,1454,0
inuyasha,犬夜叉,1452,0
multicolored swimsuit,五彩泳衣,1452,0
song name,歌曲名称,1452,0
aerial fireworks,空中烟花,1451,0
pink hoodie,粉色连帽衫,1451,0
saber lily,剑百合,1451,0
fanny pack,腰包,1450,1
puffy shorts,蓬松短裤,1450,0
tracer (overwatch),示踪剂（守望先锋）,1450,0
urusei yatsura,八浦玖瑄,1450,0
by Kelly Vivanco,凯莉·维凡科,1450,0
by Frederic Church,弗雷德里克·丘奇,1450,0
by Nick Knight,尼克?奈特,1450,0
by Peter Gric,彼德·格雷克,1450,0
by Tristan Eaton,特里斯坦·伊顿,1450,0
sen no kiseki,千之轨迹,1449,0
tokyo 7th sisters,东京七姐妹,1449,0
buck teeth,龅牙,1448,0
kasumi (doa),霞 (doa),1448,0
ak-12 (girls' frontline),ak-12（少女前线）,1447,0
baseball uniform,棒球服,1447,0
biker clothes,机车服,1446,0
star halo,星光晕,1446,0
swing,秋千,1446,0
world of warcraft,魔兽世界,1446,0
adjusting gloves,调节手套,1445,0
puchimasu!,puchimasu!,1445,0
eye mask,眼罩,1444,0
shiomi kotone,潮美琴音,1444,0
spring (season),春天（季节）,1444,0
zeta gundam,zeta高达1443,1443,0
luigi's mansion,路易吉的豪宅,1442,0
reflective floor,反光地板,1442,0
st. louis (azur lane),英石。路易斯（碧蓝航线）,1442,0
confused,困惑的,1441,0
otonashi kotori,音无琴里,1441,0
fate/extella,命运/extella,1440,0
flexing,弯曲胳膊展示肌肉,1440,0
legwear garter,裤袜吊袜带,1440,0
leopard ears,豹耳,1440,0
palms,手掌,1440,0
see-through leotard,透明紧身衣,1440,0
tarot,塔罗牌,1440,0
Tarot card border,塔罗牌边框,1440,0
tarot cards,塔罗牌,1440,0
tarot card,塔罗牌,1440,0
very long fingernails,很长的指甲,1440,0
yellow thighhighs,黄色长筒袜,1440,0
fortissimo,强音符号,1439,0
asashimo (kancolle),朝下 (kancolle),1438,0
sumiyao (amam),sumiyao (amam),1438,0
menu,菜单,1437,0
n (pokemon),n (口袋妖怪),1437,0
ribbon bondage,丝带束缚,1437,0
seigaiha,青海波花纹,1437,0
holding pencil,拿着铅笔,1436,0
incoming gift,收到的礼物,1436,0
kizuna ai,绊爱,1436,0
upscaled,放大过的图像,1436,0
2014,2014,1435,0
\\||/,\\||/,1435,0
grabbing another's chin,抓住别人的下巴,1435,0
matsuno jyushimatsu,松野十生松,1435,0
shimazaki mujirushi,岛崎无印,1435,0
insect wings,昆虫翅膀,1434,0
minamino kanade,南野金手,1434,0
red armor,红色盔甲,1434,0
tangzhuang,唐装,1434,0
kalashnikov rifle,卡拉什尼科夫步枪,1433,0
brown capelet,棕色披肩,1432,0
lord el-melloi ii case files,el-melloi 勋爵 ii 案卷,1432,0
my-hime,我的姬,1432,0
seiran (touhou),晴岚（东方）,1432,0
beni shake,贝尼摇,1431,0
hair in mouth,嘴里有头发,1431,0
lio fotia,里奥福蒂亚,1431,0
magatama earrings,magatama 耳环,1431,0
plaid background,格子背景,1431,0
red socks,红袜子,1431,0
starry sky print,星空印花,1431,0
sword art online: code register,刀剑神域：代码寄存器,1431,0
hataraku saibou,hataraku saibou,1430,0
naginata,薙刀,1430,0
by Alex Timmermans,亚历克斯·蒂默曼斯,1430,0
by Kate Greenaway,凯特格林威,1430,0
aino minako,爱野美奈子,1429,0
cucumber,黄瓜,1429,0
horikawa raiko,堀川来子,1429,0
in the face,面对,1429,0
polka dot dress,波点连衣裙,1429,0
matsuno ichimatsu,松野市松,1428,0
matsuno osomatsu,松野小松,1427,0
hair brush,毛刷,1425,0
moroboshi kirari,诸星kirari,1425,0
breasts on glass,玻璃上的胸部,1424,1
german clothes,德国衣服,1424,0
after paizuri,乳交之后,1423,1
green-framed eyewear,绿框眼镜,1423,0
naked jacket,裸外套,1423,1
radio antenna,无线电天线,1422,0
suzumiya haruhi no shoushitsu,凉宫春日的少年,1420,0
by Arthur Lismer,亚瑟·利斯默,1420,0
worried,担心,1419,0
bow-shaped hair,弓形头发,1418,0
star twinkle precure,星闪烁预固化剂,1418,0
cherry blossom print,樱花印花,1417,0
kamiya nao,神谷直,1417,0
leaning on object,靠在物体上,1417,0
hanyuu,羽入,1416,0
sugar lyric,糖歌词,1416,0
marker,标记,1415,0
pencil dress,铅笔裙,1415,0
pokemon on head,头上的口袋妖怪,1414,0
dragon quest v,勇者斗恶龙 v,1413,0
tales of the abyss,深渊的故事,1413,0
beckoning,邀请的招手,1411,0
crotch plate,胯板,1411,0
dowsing rod,探矿棒,1411,0
kaedehara kazuha,枫原和叶,1411,0
leaf (pokemon),叶（口袋妖怪）,1411,0
ningguang (genshin impact),宁光（原神）,1411,0
toga himiko,长袍姬子,1411,0
dodoco (genshin impact),dodoco（原神）,1410,0
gabriel dropout,加布里埃尔辍学,1410,0
lip piercing,唇环,1410,0
lucario,路卡利欧,1410,0
stuck,卡住,1410,0
hand on thigh,手放在大腿上,1409,0
role reversal,角色互换,1409,0
chocolate bar,巧克力棒,1408,0
messy,凌乱,1408,0
oumae kumiko,大前久美子,1408,0
mimura kanako,三村加奈子,1407,0
moon (ornament),月亮（饰品）,1407,0
star necklace,星星项链,1407,0
white suit,白色西装,1407,0
autobot,汽车人,1406,0
rensouhou-kun,天津风,1406,0
arashio (kancolle),岚尾 (kancolle),1405,0
cross scar,十字疤痕,1405,0
hugtto! precure,拥抱！预固化剂,1405,0
teasing,戏弄,1405,0
faux figurine,人造雕像,1404,0
frozen (disney),冷冻（迪士尼）,1404,0
horned helmet,角盔,1404,0
lounge chair,休闲椅,1404,0
o-ring choker,O 型圈扼流圈,1404,0
senjou no valkyria (series),千条的女武神（系列）,1404,0
skin fangs,皮肤獠牙,1404,0
tamako market,玉子市场,1404,0
bondage outfit,束缚装,1403,0
ha akabouzu,ha akabouzu,1403,0
monsterification,怪物化,1403,0
projected inset,预计插图,1403,0
ayanami (kancolle),绫波 (kancolle),1402,0
komi-san wa komyushou desu,komi-san wa komyushou desu,1402,0
untucked shirt,未掖衬衫,1402,0
embellished costume,装饰服装,1401,0
gem (symbol),宝石（符号）,1401,0
jinx (league of legends),厄运（英雄联盟）,1401,0
poke ball symbol,戳球符号,1401,0
sendai hakurei no miko,仙台博丽的巫女 1401,1401,0
sorcerer's sutra scroll,巫师经卷,1401,0
patchwork skin,拼布皮,1400,0
yae sakura,八重樱,1400,0
by Théodore Géricault,泰奥多尔·盖里考（Théodore Géricault）,1400,0
bad drawr id,错误的抽屉 ID,1399,0
crease,扫图折痕,1399,0
fish girl,鱼姑娘,1399,0
torn,撕裂,1399,0
claw (weapon),爪（武器）,1398,0
heckler & koch,黑克勒和科赫,1398,0
mechanical pencil,自动铅笔,1398,0
sendai kai ni (kancolle),仙台凯妮 (kancolle),1398,0
darkness (konosuba),黑暗 (konosuba),1397,0
hakurei reimu (cosplay),博丽灵梦 (cosplay),1397,0
souseiseki,苍星石,1397,0
creayus,奶油,1396,0
milk carton,牛奶盒,1396,0
bamboo broom,竹扫帚,1395,0
barbell piercing,杠铃穿孔,1395,0
hachimiya meguru,八宫巡视,1395,0
peeking,偷看,1395,0
pink vest,粉色背心,1395,0
shikigami,式神,1395,0
yorha no. 9 type s,约哈没有。 9型s,1395,0
isuzu (kancolle),五十铃 (kancolle),1394,0
wheel,轮子,1394,0
artoria pendragon (lancer alter) (fate),artoria pendragon (lancer alter) (fate),1393,0
color connection,颜色连接,1393,0
magi the labyrinth of magic,魔法迷宫 1393,1393,0
misumi nagisa,渚美澄,1393,0
sakata gintoki,坂田银时,1393,0
tactical clothes,战术服,1393,0
red hoodie,红色连帽衫,1392,0
suzutsuki (kancolle),铃木 (kancolle),1392,0
strapless shirt,露肩衬衫,1391,0
tokusatsu,特摄剧,1391,0
unconscious,昏迷,1391,0
by Pieter de Hooch,霍赫,1390,0
by John Salminen,约翰·萨尔米宁,1390,0
blinds,百叶窗,1389,0
chandelier,枝形吊灯,1389,0
felicia (vampire),费利西亚（吸血鬼）,1389,0
ushiwakamaru (fate),牛若丸（命运）,1389,0
chain leash,链带,1388,1
wooden wall,木墙,1388,0
see-through dress,透视连衣裙,1387,0
two-handed,双手的,1387,0
bishamonten's pagoda,毗沙门天佛塔,1386,0
dagashi kashi,达加什喀什,1386,0
hikimayu,引眉,1386,0
i-class destroyer,i级驱逐舰,1386,0
japanese crested ibis (kemono friends),日本朱鹮 (kemono friends),1386,0
polo shirt,马球衫,1386,0
ofuda on clothes,衣服上的ofuda,1385,0
sakurai momoka,樱井桃香,1385,0
agano (kancolle),agano (kancolle),1384,0
german text,德语文本,1384,0
hand on own leg,手放在自己的腿上,1384,0
toosaka asagi,大坂朝木,1384,0
yamamoto souichirou,山本宗一郎,1383,0
bikini top removed,比基尼没有上装,1382,0
drill locks,钻锁,1382,0
single pauldron,单肩甲,1382,0
stiletto heels,细高跟鞋,1382,0
white sash,白色腰带,1382,0
latex bodysuit,乳胶紧身连衣裤,1381,0
orange legwear,橙色裤袜,1381,0
hagoita,羽子板,1380,0
icho private high school uniform,icho私立高中校服,1380,0
sunburst background,旭日形背景,1380,0
by Stephan Martiniere,施蒂芬·马提尼尔,1380,0
by Max Dupain,马克斯·杜潘,1380,0
by Coby Whitmore,科比·惠特莫尔,1380,0
by Edwin Austin Abbey,埃德温·奥斯汀修道院,1380,0
lusamine (pokemon),lusamine (口袋妖怪),1379,0
park bench,公园长椅,1379,0
princess king boo,公主王嘘,1379,0
watatsuki no yorihime,watatsuki no yorihime,1379,0
video game,电子游戏,1378,0
large insertion,巨物插入,1377,1
leg hold,腿托,1377,0
nishizumi shiho,西泉志保,1377,0
old woman,老女人,1377,0
rappa (rappaya),拉帕（拉帕亚）,1377,0
danganronpa 3 (anime),弹丸论破 3 (动漫),1376,0
greatsword,大剑,1376,0
high-waist shorts,高腰短裤,1375,0
leafa,莉法（SAO）,1375,0
striped gloves,条纹手套,1375,0
circled 9,盘旋 9,1374,0
ensemble stars!,合奏明星！,1373,0
kinugasa (kancolle),衣笠 (kancolle),1373,0
staff (music),工作人员（音乐）,1372,0
neocoill,新线圈,1371,0
by Filippino Lippi,菲利皮诺·利皮,1370,0
by Anish Kapoor,阿尼什·卡普尔,1370,0
bowing,鞠躬,1369,0
elite ii (arknights),精英 ii (arknights),1368,0
fireflies,萤火虫,1368,0
robin (fire emblem) (female),知更鸟（火徽）（女）,1368,0
ushanka,苏联毛帽,1368,0
cupless bra,无杯文胸,1367,0
northern white-faced owl (kemono friends),北方白面鸮（kemono 朋友）,1367,0
rosehip (girls und panzer),玫瑰果（女孩和装甲）,1366,0
spiked tail,尖尾,1366,0
fingers,手指,1365,0
futa with futa,富达与富达,1365,1
harem outfit,后宫装,1365,0
suppressor,消音器,1364,0
groin tendon,腹股沟肌腱,1363,0
hojo karen,北条卡伦,1363,0
holstered weapon,枪套武器,1363,0
red cross,红十字会,1363,0
black robe,黑袍,1362,0
cuddling,拥抱,1362,0
health bar,健康栏,1362,0
leotard pull,拉紧身衣,1361,0
lipstick tube,口红管,1361,0
plaid bowtie,格子领结,1361,0
viera,兔人族（FF14）,1361,0
instrument case,仪器箱,1360,0
pentacle,五芒星,1360,0
by Max Weber,马克斯·韦伯,1360,0
cosplay photo,角色扮演照片,1359,0
has censored revision,已审查修订,1359,0
holding whip,拿着鞭子,1359,1
konoshige (ryuun),konoshige (ryuun),1359,0
eagle,鹰,1358,0
hexagon,六边形,1358,0
yu-gi-oh! 5d's,游戏王哦！ 5d,1358,0
checkerboard cookie,棋盘饼干,1357,0
green hoodie,绿色连帽衫,1357,0
holding sack,拿着麻袋,1357,0
holostars,全息星,1357,0
mars symbol,火星符号,1357,0
naked hoodie,裸连帽衫,1357,1
ohara mari,大原玛丽,1357,0
ribbon-trimmed collar,缎带边领,1357,0
taut dress,紧身连衣裙,1356,0
hirasawa ui,平泽ui,1355,0
kusazuri,草摺（日本武士甲）,1355,0
mei (overwatch),梅（守望先锋）,1355,0
ushiromiya ange,ushiromiya angel,1355,0
spine,脊柱,1354,0
yuuhagi (amaretto-no-natsu),yuuhagi (amaretto-no-natsu),1354,0
choko (cup),choko (杯子),1353,0
gensou suikoden,幻草水光传,1353,0
gold hairband,金色发带,1353,0
libeccio (kancolle),libeccio (kancolle),1352,0
pageratta,佩拉塔,1352,0
gamagoori ira,gamagoori ira,1351,0
mahjong,麻将,1351,0
ramune,波子汽水,1351,0
shallow water,浅水,1351,0
funami yui,船见结衣,1350,0
ghost in the shell,攻壳机动队,1350,0
gold earrings,金耳环,1349,0
mikazuki munechika,三日月宗近,1348,0
chanta (ayatakaoisii),chanta (ayatakaoisii),1347,0
holding stick,手杖,1346,0
xenosaga,异种传说,1346,0
ayu (mog),香鱼 (mog),1345,0
yoimiya (genshin impact),yoimiya (genshin Impact),1345,0
different reflection,不同的反射,1344,0
twitter,推特,1344,0
wisteria,紫藤,1344,0
single gauntlet,单手套,1343,0
crazy smile,疯狂的微笑,1342,0
hatsune miku (append),初音未来（追加）,1342,0
matsuryuu,松龙,1341,0
pacifier,奶嘴,1341,0
saren (princess connect!),莎伦（公主连接！）,1341,0
edward elric,爱德华·埃里克,1340,0
nontraditional playboy bunny,非传统花花公子兔子,1340,0
red cloak,红色斗篷,1340,0
by Ben Aronson,本·阿伦森,1340,0
head between breasts,埋胸,1339,1
monokuma,黑白熊,1339,0
levi (shingeki no kyojin),列维 (shingeki no kyojin),1338,0
little red riding hood,小红帽,1338,0
sakugawa school uniform,sakugawa 校服,1338,0
visible air,可见空气,1338,0
eternity larva,永恒幼虫,1337,0
fallen down,跌倒了,1337,0
fff threesome,三女3P,1337,1
kirigaya suguha,桐谷直叶,1337,0
notepad,记事本,1337,0
reach-around,从后面进行的性行为,1337,1
graveyard,墓地,1336,0
japanese flag,日本国旗,1336,0
power suit,动力套装,1336,0
puffy detached sleeves,蓬松的分离袖,1336,0
strap-on,穿戴式假阳具,1336,1
artoria pendragon (alter swimsuit rider) (fate),artoria pendragon (alter 泳装骑士) (fate),1335,0
painting (action),绘画（动作）,1335,0
whipped cream,生奶油,1335,0
itadori yuuji,板取雄二,1334,0
kagura (gintama),神乐 (银魂),1334,0
yellow cardigan,黄色开衫,1334,0
fate/unlimited codes,命运/无限代码,1333,0
neon lights,霓虹灯,1333,0
oshida (girls und panzer),oshida (少女与装甲),1333,0
harukawa maki,春川真纪,1332,0
kawakaze (kancolle),川风 (kancolle),1332,0
musashi kai ni (kancolle),musashi kai ni (kancolle),1332,0
tokisaki kurumi,时崎久留美,1332,0
tulip hat,郁金香帽,1332,0
gundam unicorn,高达独角兽 1331,1331,0
kissing forehead,亲吻额头,1331,0
love letter,情书,1331,0
morpeko (full),morpeko (满),1330,0
by Irma Stern,伊尔玛·斯特恩,1330,0
beach chair,沙滩椅,1329,0
mega man x (series),洛克人 x (系列),1329,0
sword over shoulder,剑在肩上,1329,0
dinosaur,恐龙,1328,0
tonda,通达,1328,0
bear hair ornament,小熊头饰,1327,0
office,办公室,1327,0
pani poni dash!,pani poni dash!,1327,0
special week (umamusume),特别周 (umamusume),1327,0
bayonetta (series),刺刀（系列）,1326,0
raimon,雷门（闪电十一人）,1326,0
ribbon in mouth,嘴里叼着丝带,1324,0
vshojo,vshojo,1324,0
blueberry,蓝莓,1323,0
green neckerchief,绿色围巾,1323,0
holding leash,牵着皮带,1323,1
mother (game),妈妈（游戏）,1323,0
nyantype,nyantype,1323,0
rotational symmetry,旋转对称,1323,0
simplified chinese text,简体中文文本,1323,0
honolulu (azur lane),檀香山（碧蓝航线）,1322,0
sincos,辛科斯,1322,0
kibito high school uniform,kibito 高中制服,1321,0
kirakira precure a la mode,kirakira precure a la mode,1320,0
truth,传递信息为目的的图像,1320,0
by John Berkey,约翰·伯基,1320,0
by Beeple,Beeple公司,1320,0
arm between breasts,胸部之间的手臂,1319,1
bremerton (scorching-hot training) (azur lane),布雷默顿（酷热训练）（碧蓝航线）,1319,0
lum,拉姆（福星小子）,1319,0
spiked shell,尖刺外壳,1318,0
widowmaker (overwatch),寡妇制造者（守望先锋）,1318,0
angelina (arknights),安吉丽娜（方舟之夜）,1317,0
centaur,半人马,1317,0
kamui gakupo,神威学派,1317,0
pussy piercing,进入外阴,1317,1
earth (ornament),土（饰品）,1316,0
has downscaled revision,已缩小修订,1316,0
playstation portable,便携式游戏机,1316,0
other focus,其他焦点,1315,0
ramlethal valentine,ramlethal 情人节,1315,0
tera online,太极在线,1315,0
air conditioner,空调,1314,0
perineum,会阴部,1314,1
sakura taisen,樱花大战,1314,0
skyla (pokemon),斯凯拉（口袋妖怪）,1314,0
wing hair ornament,翼发饰,1314,0
dengeki moeou,电击萌欧,1313,0
mascot,吉祥物,1312,0
onmyoji,阴阳师,1312,0
tohru (maidragon),tohru (maidragon),1312,0
cure peace,治愈和平,1311,0
collared cape,有领斗篷,1310,0
ebi 193,ebi 193,1310,0
francesca lucchini,弗朗西斯卡卢奇尼,1310,0
reindeer costume,驯鹿服装,1310,0
by JC Leyendecker,JC Leyendecker公司,1310,0
caressing testicles,爱抚睾丸,1309,0
isonami (kancolle),矶波 (kancolle),1309,0
kiyosumi school uniform,清澄校服,1309,0
sweatshirt,运动卫衣,1309,0
tail censor,尾审查器,1309,0
dog days,三伏天,1307,0
purple heart,紫心,1307,0
tan background,棕褐色背景,1307,0
tiger boy,老虎男孩,1307,0
aqua theme,水色主题,1306,0
kashuu kiyomitsu,kashuu 清光,1306,0
manhattan cafe (umamusume),曼哈顿咖啡馆 (umamusume),1306,0
stationary restraints,固定式约束装置,1306,0
2013,2013,1305,0
camilla (fire emblem),卡米拉（火徽）,1305,0
frilled cuffs,褶边袖口,1305,0
kishibe rohan,岸部鹿半,1305,0
thigh cutout,大腿镂空,1305,0
title,标题,1305,0
yd (orange maru),码（橙丸）,1305,0
chibi usa,Q版小人美国,1304,0
kasugano sakura,春日野樱,1304,0
yang guifei (fate),杨贵妃（命运）1304,1304,0
ashiya douman (fate),芦屋斗满（命运）,1303,0
matsuno choromatsu,松野长松,1303,0
kujou sara,九条萨拉,1302,0
wolf boy,狼男孩,1302,0
cotton candy,棉花糖,1301,0
leonardo da vinci (fate),莱昂纳多·达·芬奇（命运）,1301,0
sanshoku dango,三色团子1301,1301,0
boned meat,带骨肉,1300,0
holding needle,持针,1300,0
hooded sweater,连帽衫,1300,0
by Vhils,Vhils公司,1300,0
by Paul Henry,保罗·亨利,1300,0
garden,花园,1299,0
morgan le fay (fate),摩根勒菲（命运）,1299,0
toranoana,托拉诺阿纳,1299,0
blood from eyes,眼睛里的血,1298,0
monkey d. luffy,猴子 D.路飞,1298,0
tsumiki mikan,tsumiki mikan,1298,0
inoue takina,井上泷菜,1297,0
stuffed shark,毛绒鲨鱼,1297,0
yagasuri,箭羽图案的花纹,1297,0
age progression,年龄增长,1296,0
bendy straw,弯曲稻草,1296,0
gengar,耿鬼,1296,0
ymir (shingeki no kyojin),ymir (shingeki no kyojin),1296,0
caution tape,警示胶带,1295,0
eureka seven (series),尤里卡七（系列）,1295,0
katahira masashi,片平正志,1294,0
camcorder,摄像机,1293,0
candlestand,烛台,1293,0
null (nyanpyoun),空 (nyanpyoun),1293,0
truck,卡车,1293,0
xenoblade chronicles 3,异种之刃编年史 3,1293,0
buzz cut,嗡嗡声,1292,0
green apron,绿色围裙,1291,0
spiked club,尖刺俱乐部,1290,0
yellow skin,黄皮,1290,0
by Dan Witz,丹·威茨,1290,0
by Dora Carrington,卡琳顿,1290,0
agahari,阿加哈里,1289,0
handsfree ejaculation,免提射精,1289,1
martha (fate),玛莎（命运）,1289,0
overgrown,杂草丛生,1289,0
shirase sakuya,白濑咲也,1289,0
white-framed eyewear,白框眼镜,1288,0
2010,2010,1287,0
chocolate on body,巧克力在身体上,1287,0
clothed female nude female,穿衣女和裸女,1287,1
fish hair ornament,鱼头饰,1287,0
fushiguro megumi,伏黑惠,1287,0
halberd,戟,1287,0
hand puppet,手偶,1287,0
helicopter,直升机,1287,0
ilya kuvshinov,伊利亚·库夫希诺夫,1287,0
katori (kancolle),katori (kancolle),1287,0
plant girl,植物女孩,1287,0
satou kazuma,佐藤和马,1287,0
the moon studio,月亮工作室,1287,0
uzaki-chan wa asobitai!,uzaki-chan wa asobita!,1287,0
palutena,帕鲁蒂娜,1286,0
untying,解开,1286,0
2012,2012,1285,0
grey necktie,灰色领带,1285,0
tukiwani,图基瓦尼,1285,0
heart tail,心尾,1284,0
okamisty,老板娘服装,1284,0
drying,弄干,1283,0
fujibayashi kyou,富士林镜,1283,0
uiharu kazari,初春花里,1283,0
magnifying glass,放大镜,1282,0
invisible penis,看不见的阴茎,1281,1
palette (object),调色板（对象）,1281,0
viewer holding leash,拿着皮带的观众,1281,1
arm wrap,手臂套,1280,0
by Peter Max,彼得·马克斯,1280,0
by Francis Coates Jones,弗朗西斯·科茨-琼斯,1280,0
donation box,捐款箱,1279,0
my little pony: friendship is magic,我的小马驹：友谊就是魔法,1279,0
enemy aircraft (kancolle),敌机 (kancolle),1278,0
makizushi,寿司巻,1278,0
santa boots,圣诞靴,1278,0
flame print,火焰印花,1277,0
hanging,挂着/吊着,1277,0
aqua shirt,水蓝色衬衫,1276,0
hand on another's ass,手在别人的屁股上,1276,1
holding shoes,抱鞋,1276,0
sitting on object,坐在物体上,1276,0
mikage takashi,御影隆,1275,0
morning,早晨,1275,0
nijigasaki academy school uniform,nijigasaki学院校服,1275,0
tall female,高个子女性,1274,0
ar tonelico,阿尔托内利科,1273,0
artoria pendragon (swimsuit ruler) (fate),artoria pendragon (泳装尺) (fate),1273,0
butcha-u,布查-u,1273,0
ringo (touhou),ringo (东方),1273,0
vibrator under panties,振动器 下 内裤,1273,1
wiping tears,擦眼泪,1273,0
silver fox (kemono friends),银狐 (kemono 朋友),1272,0
mechanization,机械转化,1271,0
pawpads,爪垫,1271,0
by Fernand Toussaint,弗尔南图森特,1270,0
by Albert Joseph Moore,艾伯特·约瑟夫·摩尔,1270,0
back-seamed legwear,背缝裤袜,1269,0
head chain,头链,1269,0
puffy pants,蓬松裤,1269,0
